id,product_code,product_weight_kg,fat_content,shelf_visibility,product_category,product_price,store_code,store_age_years,store_size,store_location_tier,store_format,total_sales,relative_category_price,relative_product_price
row_06939,PRD-R4VXL5,12.448,Low Fat,0.0368,Baking Goods,227.54,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,2436.22,1.7582233861257885,0.9932882976285319
row_06940,PRD-K15UL9,8.942,Low Fat,0.1213,Frozen Foods,97.27,STORE-HL7,23,Medium,Tier_3,Superstore,1707.45,0.6734667763939173,1.0219315525437973
row_06941,PRD-LXLIM5,12.429,Low Fat,0.0633,Health And Hygiene,124.98,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4504.44,1.0425721907188643,1.010245528948166
row_06942,PRD-E6VA05,9.439000000000002,Low Fat,0.0428,Soft Drinks,32.05,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,915.34,0.29534687062956017,1.0
row_06944,PRD-9P452B,8.744,Low Fat,0.0717,Hard Drinks,241.2,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2986.55,1.7444873196652613,1.0350865146937656
row_06947,PRD-9K044M,6.94,Regular,0.0428,Starchy Foods,58.04,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,562.22,0.4110408810042315,1.004441880588405
row_06949,PRD-ZLVU35,13.454,Low Fat,0.0162,Breads,236.75,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,1784.96,1.665669961656172,1.0292023953137057
row_06950,PRD-OE45D1,10.205,Low Fat,0.0265,Canned,269.35,STORE-HL7,23,Medium,Tier_3,Superstore,3246.59,2.0286272385149697,1.017129003753578
row_06951,PRD-2GKFSF,5.855,Low Fat,0.0245,Household,144.22,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2612.38,0.9512101709371601,0.9637797380379578
row_06952,PRD-BQNJ97,15.39,Low Fat,0.0322,Baking Goods,109.69,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2206.94,0.8948141252345329,1.0107814227792111
row_06953,PRD-UBXCU2,8.976,Low Fat,0.0188,Household,170.34,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,2400.64,1.140007100620692,1.003925174157502
row_06956,PRD-QPT16H,12.341,Low Fat,0.0154,Household,160.72,STORE-HL7,23,Medium,Tier_3,Superstore,3562.36,1.1061127442014818,0.978413061741322
row_06957,PRD-PF9A0N,4.767,Regular,0.0,Dairy,126.63,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,2157.58,0.8935291938520159,1.008561984787543
row_06958,PRD-AQ6L6G,6.148,Low Fat,0.0788,Soft Drinks,116.44,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2740.53,1.0730168366959745,1.0187353922683697
row_06959,PRD-2UETCH,19.89,Low Fat,0.0336,Meat,176.63,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1825.95,1.2893883901755325,1.0166828154529495
row_06961,PRD-29S85M,19.421,Low Fat,0.0699,Snack Foods,176.26,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1584.06,1.2167321892763094,0.9922091373758752
row_06962,PRD-GV2TFK,7.383,Low Fat,0.0456,Health And Hygiene,99.45,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2476.07,0.8160815545011731,1.004765352686615
row_06964,PRD-UMMSR8,11.268,Low Fat,0.0303,Snack Foods,50.52,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1062.47,0.3609797496817432,0.9992088607594937
row_06965,PRD-322N64,17.366999999999997,Low Fat,0.1702,Dairy,88.3,STORE-T5G,47,Small,Tier_1,Corner Shop,177.34,0.6494091225451858,0.9866748610218732
row_06967,PRD-QJTAA7,6.955,Regular,0.2853,Breads,33.01,STORE-JOR,34,Small,Tier_3,Corner Shop,34.56,0.21946922267161614,0.9753767359401162
row_06968,PRD-D9146L,19.097,Low Fat,0.0733,Snack Foods,164.67,STORE-HL7,23,Medium,Tier_3,Superstore,1598.69,1.14461434116147,1.0175335609349172
row_06970,PRD-CSMCMC,11.22,Regular,0.0095,Dairy,122.38,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,3277.57,0.8592380323333081,0.9955259090539331
row_06971,PRD-XHO0VH,21.372,Regular,0.0648,Breakfast,156.59,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1762.76,1.1451241361658562,1.0152579369367423
row_06972,PRD-N244KO,20.076,Low Fat,0.0574,Snack Foods,214.1,STORE-T5G,47,Small,Tier_1,Corner Shop,409.64,1.5197776270453105,0.9893486749381946
row_06973,PRD-2DT1EG,5.567500000000001,Low Fat,0.0,Health And Hygiene,124.36,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3641.59,1.0374002051352054,1.0156313803635888
row_06974,PRD-GLFRI8,7.884,Low Fat,0.0218,Breakfast,231.18,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,2860.31,1.5089515497370483,1.0136472754776547
row_06975,PRD-PF9A0N,4.806,Regular,0.0646,Dairy,124.31,STORE-T5G,47,Small,Tier_1,Corner Shop,251.5,0.9142474294857537,0.990084026920473
row_06976,PRD-K6I2KL,9.718,Regular,0.0,Snack Foods,193.49,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,4437.5,1.3422946971557854,1.029256875365711
row_06977,PRD-7RS8R0,6.5212,Low Fat,0.1089,Fruits And Vegetables,82.61,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3749.8,0.6256390529793479,0.9860152380194553
row_06978,PRD-Q4NM8R,8.955,Low Fat,0.1468,Frozen Foods,60.54,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1006.76,0.4441320149657963,0.9910617817503192
row_06979,PRD-SBZRAD,6.356,Low Fat,0.0336,Snack Foods,146.18,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3233.89,1.0289984454428056,0.9982926995834187
row_06980,PRD-2DT1EG,5.571,Low Fat,0.1317,Health And Hygiene,119.7,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1410.74,0.9752636116453346,0.9775737876288323
row_06981,PRD-MQC1A7,14.466,Low Fat,0.1747,Hard Drinks,56.41,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,1435.12,0.40955953533397865,1.0222289338568407
row_06983,PRD-3NP4VY,12.606,Low Fat,0.0401,Health And Hygiene,36.29,STORE-9RG,28,Small,Tier_2,Standard Supermarket,281.91,0.2956751584512046,1.0476327944572748
row_06984,PRD-U02KQN,19.576,Low Fat,0.0246,Health And Hygiene,152.52,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,3822.33,1.1910820853507487,1.0039494470774093
row_06985,PRD-LFS04I,10.761,Regular,0.0198,Snack Foods,71.48,STORE-JOR,34,Small,Tier_3,Corner Shop,146.2,0.47401096299557954,0.9695884539214887
row_06986,PRD-49M5ZM,12.115,Low Fat,0.095,Fruits And Vegetables,110.39,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1346.95,0.7944084125684782,0.9734353299089527
row_06987,PRD-GLWY1N,6.424,Low Fat,0.123,Frozen Foods,99.94,STORE-HL7,23,Medium,Tier_3,Superstore,2119.84,0.691953013599343,1.006343772026986
row_06988,PRD-R9OUDO,5.7118,Low Fat,0.0815,Soft Drinks,84.7,STORE-T5G,47,Small,Tier_1,Corner Shop,83.46,0.61689917728568,0.9698050248626013
row_06989,PRD-9S9WWR,16.909,Regular,0.0769,Fruits And Vegetables,99.15,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1466.35,0.6360091623134468,0.9770077188372476
row_06990,PRD-Z4T48O,10.048,Regular,0.0116,Snack Foods,85.62,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2666.93,0.5910394306469853,0.9893690778830598
row_06991,PRD-TFIUHP,12.49,Low Fat,0.0768,Fruits And Vegetables,99.9,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2722.46,0.7189183840528216,1.0201580785491084
row_06992,PRD-GSTFS2,5.63,Low Fat,0.0247,Frozen Foods,82.48,STORE-JOR,34,Small,Tier_3,Corner Shop,405.07,0.6247538251780035,1.0018219361107739
row_06993,PRD-CYUEID,9.967,Low Fat,0.0894,Others,193.77,STORE-HL7,23,Medium,Tier_3,Superstore,3946.12,1.4719759950242852,0.9935394554683895
row_06994,PRD-T14KTM,11.142166666666666,Low Fat,0.0334,Health And Hygiene,166.28,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3039.99,1.3870931658884043,1.0041149423304203
row_06995,PRD-JH7XEX,6.955,Low Fat,0.0408,Canned,84.67,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1575.28,0.6418344625005923,1.0194244893044908
row_06996,PRD-5FVDDW,9.24325,Regular,0.0598,Meat,154.2,STORE-T5G,47,Small,Tier_1,Corner Shop,301.86,1.0628777957258322,1.0036884356693425
row_06998,PRD-HBRPOI,11.377,Low Fat,0.0399,Soft Drinks,144.24,STORE-HL7,23,Medium,Tier_3,Superstore,884.8,1.0840140987967928,1.0202436022577772
row_06999,PRD-0GW31G,9.04,Regular,0.008,Frozen Foods,77.89,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,416.91,0.5591504372392191,0.9684598806366048
row_07000,PRD-OQ0Y2Z,15.795,Low Fat,0.0544,Baking Goods,199.04,STORE-YLW,35,Small,Tier_1,Standard Supermarket,4836.72,1.5247878712708753,1.011310171024419
row_07001,PRD-L8WU3R,19.39,Regular,0.03,Snack Foods,112.39,STORE-JOR,34,Small,Tier_3,Corner Shop,220.49,0.7453006733502123,1.0008905512512245
row_07004,PRD-JNODL5,17.99933333333333,Low Fat,0.0158,Health And Hygiene,157.09,STORE-9RG,28,Small,Tier_2,Standard Supermarket,4115.69,1.2799010923422358,0.9873416130329848
row_07006,PRD-OI1003,16.93,Low Fat,0.0277,Household,180.33,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2597.24,1.1810445979289845,1.0292220763655042
row_07007,PRD-GZGU9E,13.3,Low Fat,0.0999,Dairy,230.47,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3426.54,1.605713465342772,1.0166523302234278
row_07008,PRD-UL2AE5,9.581,Low Fat,0.0237,Health And Hygiene,117.38,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2173.97,0.8482454253735838,1.0054392051051435
row_07009,PRD-6KHXCY,11.776,Regular,0.0599,Meat,155.11,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,4069.06,1.163862870912486,1.0277971043302523
row_07010,PRD-A8C4XU,14.737,Regular,0.0788,Meat,244.41,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1990.54,1.631201292367298,1.0258013745343897
row_07011,PRD-7SGMSO,19.778,Low Fat,0.0402,Hard Drinks,123.74,STORE-9RG,28,Small,Tier_2,Standard Supermarket,780.82,0.8949538181400475,1.0
row_07013,PRD-I1E9QQ,7.618,Low Fat,0.1891,Household,252.05,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,5603.04,1.679126309203819,0.9921509659743981
row_07014,PRD-BE4HW4,11.949,Low Fat,0.0793,Baking Goods,124.96,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3194.26,0.9572824175744,1.0205189979378917
row_07015,PRD-ONGWUL,12.934,Low Fat,0.0415,Household,255.25,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2691.32,1.6835140488955076,0.9992855255302281
row_07016,PRD-NVGFYG,8.82,Low Fat,0.02,Soft Drinks,151.1,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,4184.26,1.2896777265662203,0.9971622780967465
row_07018,PRD-X7AKU0,10.286,Low Fat,0.0767,Health And Hygiene,124.97,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,2563.58,0.9384590863880805,1.0400299600532623
row_07021,PRD-YL84PO,9.03,Regular,0.0145,Snack Foods,196.35,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,4313.41,1.385565002449651,0.9956307520684206
row_07022,PRD-NVJUUW,6.739,Regular,0.0848,Frozen Foods,103.4,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2025.84,0.8036717071028567,0.9834350479511771
row_07024,PRD-JLD0TT,12.771,Low Fat,0.0237,Dairy,33.07,STORE-HL7,23,Medium,Tier_3,Superstore,101.37,0.22433520260492043,0.9417627794389863
row_07026,PRD-LBIPQF,18.2,Regular,0.0468,Fruits And Vegetables,123.14,STORE-HL7,23,Medium,Tier_3,Superstore,869.88,0.881693962105687,0.9924109121680614
row_07027,PRD-MNEL25,17.41,Regular,0.0802,Snack Foods,122.17,STORE-T5G,47,Small,Tier_1,Corner Shop,116.4,0.867217340944071,1.0191024357691025
row_07028,PRD-VICDRI,20.244,Regular,0.1251,Frozen Foods,121.34,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1978.39,0.8710657857826017,1.0094841930116472
row_07031,PRD-Z4T48O,10.502,Regular,0.0178,Snack Foods,88.96,STORE-JOR,34,Small,Tier_3,Corner Shop,263.79,0.5899274659777105,1.0279639473076032
row_07032,PRD-OIZ8SJ,12.977,Regular,0.1558,Fruits And Vegetables,246.76,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3515.36,1.7516710299905158,0.9837581827025044
row_07033,PRD-DV8A43,7.734,Regular,0.137,Snack Foods,47.35,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,792.78,0.31906417882444965,1.0047212349477481
row_07034,PRD-A3SKAD,13.674,Low Fat,0.0738,Household,155.53,STORE-9RG,28,Small,Tier_2,Standard Supermarket,4147.71,1.0186206749619862,0.9921958065750861
row_07035,PRD-C3Y7HA,16.685,Low Fat,0.0203,Fruits And Vegetables,52.76,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,953.8,0.3780086115670934,1.0346450516407373
row_07036,PRD-H6TX8K,6.303,Low Fat,0.0157,Household,140.36,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,840.77,0.9594532856163862,0.9846139456577655
row_07037,PRD-4EYNIN,7.084,Low Fat,0.08,Household,115.43,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,2315.06,0.7725197817579341,0.986890478497535
row_07039,PRD-3OERXC,15.6,Low Fat,0.1372,Household,101.81,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2182.27,0.6947684753799207,1.0184819307240214
row_07040,PRD-7U00JT,8.17,Low Fat,0.0223,Seafood,109.61,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2940.09,0.9194367884961054,1.0107334525939178
row_07041,PRD-6625CS,10.6025,Regular,0.0636,Meat,235.63,STORE-T5G,47,Small,Tier_1,Corner Shop,659.08,1.624162743235265,1.0253847604403894
row_07044,PRD-5JACYR,7.516000000000001,Low Fat,0.0273,Fruits And Vegetables,42.39,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,738.31,0.3210366717805902,1.036747172118618
row_07046,PRD-9RIGPP,20.487,Low Fat,0.0491,Fruits And Vegetables,39.77,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,889.16,0.27541162005172637,1.0283571797965867
row_07047,PRD-LF7XE7,15.158,Low Fat,0.1759,Fruits And Vegetables,115.6,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2145.08,0.7415295931763434,1.0164960782244732
row_07049,PRD-22JUF0,8.976,Low Fat,0.0505,Household,149.9,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1931.64,0.998615487997034,0.9968578031222465
row_07051,PRD-7JTKKU,17.795,Regular,0.0417,Fruits And Vegetables,83.4,STORE-AGY,45,Large,Tier_3,Standard Supermarket,717.23,0.6001781104104636,1.0228736125590239
row_07053,PRD-BVGKP7,15.739,Regular,0.0238,Fruits And Vegetables,94.97,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3214.57,0.6834402295645291,0.9738115745867684
row_07054,PRD-NE9NNO,9.391,Low Fat,0.009,Fruits And Vegetables,125.01,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4371.64,0.946751458817919,1.0401897154268598
row_07055,PRD-FIYLHL,6.714,Regular,0.0496,Snack Foods,185.79,STORE-JOR,34,Small,Tier_3,Corner Shop,182.8,1.2320438838129366,0.9874568163699177
row_07056,PRD-X7Z97Z,8.96425,Low Fat,0.0914,Household,54.69,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2068.52,0.39244881288355316,0.9960841453419542
row_07057,PRD-OQTR1Y,7.103,Low Fat,0.0984,Snack Foods,194.61,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1779.54,1.3434032188531864,0.9950709194473704
row_07058,PRD-GV2TFK,7.381,Low Fat,0.048,Health And Hygiene,97.97,STORE-AGY,45,Large,Tier_3,Standard Supermarket,582.92,0.7079792496494293,0.9898125852459292
row_07059,PRD-HDPJSA,6.289,Low Fat,0.1263,Canned,262.53,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,1017.42,1.9216788994923253,1.0053292316332978
row_07060,PRD-S668FR,18.653,Low Fat,0.1533,Others,190.03,STORE-JOR,34,Small,Tier_3,Corner Shop,533.6,1.5866022849032186,1.023692035855887
row_07061,PRD-VTTR5G,13.788,Regular,0.0559,Breakfast,234.42,STORE-HL7,23,Medium,Tier_3,Superstore,6405.06,1.7161179803658886,0.9995054064194835
row_07062,PRD-UN5Z3J,12.645,Regular,0.046,Soft Drinks,178.62,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1928.42,1.3694203423550855,1.0116101262955202
row_07063,PRD-9DBWQW,19.6332,Low Fat,0.0697,Household,89.06,STORE-T5G,47,Small,Tier_1,Corner Shop,87.23,0.575203561460568,1.0009312182904115
row_07064,PRD-B0BAVM,15.543,Low Fat,0.0347,Household,123.13,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,2061.77,0.8240523323906646,0.9992966319491411
row_07065,PRD-E6VA05,9.423,Low Fat,0.0407,Soft Drinks,31.11,STORE-AGY,45,Large,Tier_3,Standard Supermarket,454.05,0.2807925712374369,0.9706708268330734
row_07066,PRD-74W4G2,16.194,Regular,0.0169,Frozen Foods,100.2,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,1326.91,0.7397401136398593,1.0201588271227855
row_07068,PRD-D4K7YJ,18.216,Regular,0.1361,Starchy Foods,191.22,STORE-HL7,23,Medium,Tier_3,Superstore,3679.92,1.2017507238569791,1.0303819522402535
row_07070,PRD-HMIP5B,10.023,Regular,0.0298,Fruits And Vegetables,111.49,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,337.7,0.7987903734574535,0.9881237259594079
row_07071,PRD-8D7CED,12.794,Low Fat,0.0682,Starchy Foods,124.86,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2523.56,0.8842619642003504,1.0057593942567158
row_07074,PRD-6NJX8K,6.829,Low Fat,0.0641,Household,235.12,STORE-JOR,34,Small,Tier_3,Corner Shop,228.81,1.6094660668883238,1.0097921319360934
row_07077,PRD-Q8V88B,4.548,Regular,0.0996,Canned,233.61,STORE-9RG,28,Small,Tier_2,Standard Supermarket,5170.48,1.5920799523381357,1.0095156606513174
row_07078,PRD-JZETKP,7.9175,Low Fat,0.0152,Baking Goods,82.23,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1350.5,0.6525060595567868,0.977249961800309
row_07079,PRD-85W6UY,8.92,Low Fat,0.1793,Fruits And Vegetables,101.15,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1043.07,0.7247075636848276,1.002030808856308
row_07080,PRD-YL84PO,9.47,Regular,0.0234,Snack Foods,195.38,STORE-JOR,34,Small,Tier_3,Corner Shop,606.54,1.2956388073597696,0.9907121789616908
row_07081,PRD-1GP1Z7,10.524,Regular,0.095,Snack Foods,213.42,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,3938.52,1.4381135595504548,1.0097583478230012
row_07082,PRD-KYKIRT,8.058,Low Fat,0.0,Fruits And Vegetables,216.51,STORE-HL7,23,Medium,Tier_3,Superstore,3770.14,1.5502319289873498,1.0056294066828302
row_07083,PRD-54IKMO,12.494,Regular,0.1575,Fruits And Vegetables,241.61,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,4226.2,1.7310587687779655,0.99284980480789
row_07084,PRD-4GPYWS,14.149,Low Fat,0.0298,Fruits And Vegetables,214.25,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2473.08,1.5350330748341503,0.9823025079088534
row_07086,PRD-KDJU3I,16.009,Low Fat,0.0574,Dairy,225.58,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1335.25,1.3973123708544877,0.9920401073046309
row_07087,PRD-E7SSM9,7.661,Low Fat,0.1005,Household,56.77,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1132.67,0.38740797905233376,0.9877337973031753
row_07088,PRD-47VEYF,6.175,Regular,0.0924,Meat,218.11,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2654.07,1.3800591774106803,1.0098035811428638
row_07090,PRD-4HX6BQ,9.95,Low Fat,0.0245,Canned,114.84,STORE-9RG,28,Small,Tier_2,Standard Supermarket,790.56,0.7826482673109519,0.9813371616078753
row_07092,PRD-L3H73U,7.023,Low Fat,0.0586,Snack Foods,114.47,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1358.86,0.8057836369533311,0.9916317266710559
row_07093,PRD-7F4S1U,7.613,Regular,0.1394,Fruits And Vegetables,169.53,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,5966.7,1.214628504908441,0.9882710939594967
row_07094,PRD-D9DSYZ,14.428,Low Fat,0.0633,Household,260.59,STORE-HL7,23,Medium,Tier_3,Superstore,2307.48,1.7934415132619717,1.0212327371341683
row_07098,PRD-AQNCDZ,13.101,Regular,0.0145,Canned,211.56,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,6017.51,1.5292020046260602,1.0101543848480026
row_07099,PRD-3IFU71,9.157,Low Fat,0.1001,Baking Goods,146.1,STORE-AGY,45,Large,Tier_3,Standard Supermarket,4153.82,1.1769951903711313,1.0110586704682287
row_07101,PRD-TLHXCM,14.081,Low Fat,0.0,Canned,252.32,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,5601.77,1.7082621519824335,1.001898015422368
row_07102,PRD-ZVRERW,17.708,Low Fat,0.0358,Dairy,94.11,STORE-HL7,23,Medium,Tier_3,Superstore,1423.93,0.638409008683068,1.0111526560082515
row_07103,PRD-XLTA8I,13.492,Low Fat,0.0564,Soft Drinks,141.64,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,289.07,1.0518303437162344,0.999494278288073
row_07104,PRD-M3FQUK,9.273,Regular,0.0215,Snack Foods,156.65,STORE-9RG,28,Small,Tier_2,Standard Supermarket,4115.87,1.1026994560036631,0.9859642497482377
row_07105,PRD-YZSJHT,9.619,Regular,0.0221,Breads,101.28,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,1723.62,0.8276562522801232,0.9931164323115844
row_07106,PRD-UUSRZR,13.799,Regular,0.062,Frozen Foods,156.65,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,1446.86,1.1564899082004385,1.0068343474162311
row_07107,PRD-N6ZV9D,21.681,Regular,0.159,Fruits And Vegetables,66.02,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,617.23,0.45719575448365535,1.030167481535421
row_07108,PRD-F1RCAV,9.058,Low Fat,0.0,Hard Drinks,154.02,STORE-HL7,23,Medium,Tier_3,Superstore,3010.76,0.9869676313449693,0.9978102851812022
row_07109,PRD-CX9J1I,14.435,Low Fat,0.0978,Soft Drinks,171.14,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3811.91,1.5446750447307922,0.9886085308932945
row_07110,PRD-00V830,9.679,Low Fat,0.042,Hard Drinks,229.71,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4479.39,1.6335992503566243,1.0143065306663135
row_07111,PRD-CU4YYJ,15.529,Low Fat,0.0763,Canned,37.66,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,344.92,0.2722147262914418,0.9690367956085426
row_07112,PRD-FZ61II,10.424,Regular,0.2473,Frozen Foods,145.54,STORE-JOR,34,Small,Tier_3,Corner Shop,285.3,1.1024087259506137,1.0398190045248867
row_07113,PRD-CBFCQN,13.441999999999998,Low Fat,0.0208,Baking Goods,115.16,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2336.51,0.9138100184672207,0.9818817410581063
row_07114,PRD-6Z8VBH,5.897,Low Fat,0.0737,Hard Drinks,56.85,STORE-AGY,45,Large,Tier_3,Standard Supermarket,493.67,0.4041258512589391,1.0189085043462676
row_07115,PRD-ZWW54A,20.136,Low Fat,0.1065,Snack Foods,162.62,STORE-9RG,28,Small,Tier_2,Standard Supermarket,4450.03,1.1447238144610004,1.007871087697552
row_07116,PRD-2VTJXU,6.261,Low Fat,0.1267,Fruits And Vegetables,47.45,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,640.73,0.3399641512293136,1.0319255360793356
row_07117,PRD-4CK9XH,12.702,Low Fat,0.1074,Household,169.42,STORE-YLW,35,Small,Tier_1,Standard Supermarket,5080.86,1.1174180221895276,0.9880877742946709
row_07119,PRD-R5JEK1,8.841,Regular,0.0342,Snack Foods,117.15,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,2865.86,0.8266816401170188,1.0080888047500214
row_07121,PRD-YC4OM3,12.143,Low Fat,0.0111,Dairy,167.29,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,2341.8,1.1804351167930487,1.0062859033354385
row_07122,PRD-KK5FI1,12.192,Regular,0.0736,Canned,86.01,STORE-HL7,23,Medium,Tier_3,Superstore,1093.94,0.6477899713557548,0.9916412059722143
row_07123,PRD-44P39J,10.976,Regular,0.0679,Frozen Foods,253.76,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,4250.98,1.8734176770184696,0.9802387245948138
row_07124,PRD-2X720K,5.635,Regular,0.0884,Fruits And Vegetables,88.77,STORE-JOR,34,Small,Tier_3,Corner Shop,177.27,0.6630971267898333,1.0158610271903323
row_07125,PRD-UX01UP,10.825666666666669,Low Fat,0.0,Snack Foods,247.29,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4139.27,1.7669572901583188,1.0268025826810887
row_07126,PRD-6BH3LL,17.73,Low Fat,0.0743,Baking Goods,113.37,STORE-HL7,23,Medium,Tier_3,Superstore,1006.1,0.8929083696717351,1.0183848848698984
row_07128,PRD-1J8NER,6.561,Low Fat,0.0249,Household,118.52,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,2429.61,0.8101624637450419,0.9946052221449637
row_07129,PRD-7R37F7,10.406,Regular,0.0253,Fruits And Vegetables,221.49,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2872.02,1.586905371038581,1.0211147480521876
row_07130,PRD-2UHCIN,19.833,Low Fat,0.0267,Household,186.51,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2981.74,1.2727754478254494,1.0213290255455465
row_07131,PRD-TZXI9C,17.3,Low Fat,0.1679,Snack Foods,162.1,STORE-JOR,34,Small,Tier_3,Corner Shop,163.13,1.074946517929259,0.9981035416974534
row_07132,PRD-KUE98H,9.33125,Low Fat,0.1076,Breads,63.94,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,999.21,0.45871169791537325,0.9858460020352156
row_07133,PRD-XBXTLN,21.001,Low Fat,0.1428,Starchy Foods,91.73,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1573.63,0.5830049574170587,1.0131060633950595
row_07134,PRD-4TJITP,8.198599999999999,Low Fat,0.0688,Fruits And Vegetables,115.08,STORE-T5G,47,Small,Tier_1,Corner Shop,232.13,0.813368477621107,1.0051825540092005
row_07135,PRD-9R9NDL,15.0855,Regular,0.0124,Snack Foods,135.77,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4498.69,0.9701152140595858,1.0252208714037605
row_07137,PRD-5URYBL,8.164,Low Fat,0.1918,Household,165.76,STORE-JOR,34,Small,Tier_3,Corner Shop,329.58,1.1346763152747896,1.0155991520335266
